date,city,latitude,temp_min_c,temp_max_c,temp_mean_c,rainfall_mm,humidity_pct
2023-12-12,Abuja,9.06,16.7,25.0,21.0,3.3,69.0
2023-12-13,Abuja,9.06,18.6,26.4,23.5,2.9,64.0
2023-12-14,Abuja,9.06,17.6,27.7,23.0,0.0,81.0
2023-12-15,Abuja,9.06,18.6,27.3,22.5,0.0,62.0
2023-12-16,Abuja,9.06,18.0,25.4,22.2,0.0,63.0
2023-12-17,Abuja,9.06,18.3,27.7,23.0,0.0,72.0
2023-12-18,Abuja,9.06,19.8,26.3,23.1,0.0,71.0
2023-12-19,Abuja,9.06,18.1,27.8,23.4,7.2,65.0
2023-12-20,Abuja,9.06,17.8,25.5,21.7,3.3,65.0
2023-12-21,Abuja,9.06,16.7,25.8,21.0,0.0,70.0
2023-12-22,Abuja,9.06,17.3,26.1,21.9,0.0,69.0
2023-12-23,Abuja,9.06,16.9,26.0,21.5,3.4,65.0
2023-12-24,Abuja,9.06,17.5,26.2,21.4,0.0,71.0
2023-12-25,Abuja,9.06,19.2,28.5,24.7,0.0,69.0
2023-12-26,Abuja,9.06,17.6,24.5,20.5,0.0,72.0
2023-12-27,Abuja,9.06,19.7,26.9,23.6,0.0,66.0
2023-12-28,Abuja,9.06,19.9,27.9,24.1,0.0,70.0
2023-12-29,Abuja,9.06,20.3,29.3,24.2,0.0,65.0
2023-12-30,Abuja,9.06,18.2,27.9,23.4,2.5,68.0
2023-12-31,Abuja,9.06,21.1,28.0,24.6,0.0,67.0
2024-01-01,Abuja,9.06,19.7,30.1,25.2,0.0,61.0
2024-01-02,Abuja,9.06,18.6,27.1,22.9,0.0,60.0
2024-01-03,Abuja,9.06,20.1,28.3,23.8,7.5,50.0
2024-01-04,Abuja,9.06,21.5,29.0,24.7,0.0,55.0
2024-01-05,Abuja,9.06,18.0,26.6,22.4,0.0,58.0
2024-01-06,Abuja,9.06,19.0,25.9,23.1,4.0,60.0
2024-01-07,Abuja,9.06,18.1,27.4,22.7,0.0,61.0
2024-01-08,Abuja,9.06,19.7,26.6,24.0,10.2,60.0
2024-01-09,Abuja,9.06,16.3,26.0,21.4,0.0,55.0
2024-01-10,Abuja,9.06,20.7,29.2,25.1,0.0,62.0
2024-01-11,Abuja,9.06,19.9,28.7,24.2,0.0,55.0
2024-01-12,Abuja,9.06,19.2,28.4,24.3,0.0,63.0
2024-01-13,Abuja,9.06,16.4,25.7,21.0,0.0,64.0
2024-01-14,Abuja,9.06,17.6,26.6,22.5,0.0,58.0
2024-01-15,Abuja,9.06,20.2,29.5,25.4,0.0,56.0
2024-01-16,Abuja,9.06,19.3,27.8,23.6,0.0,56.0
2024-01-17,Abuja,9.06,17.4,27.1,21.9,0.0,54.0
2024-01-18,Abuja,9.06,19.1,28.5,24.1,0.0,55.0
2024-01-19,Abuja,9.06,21.6,27.9,24.7,0.0,58.0
2024-01-20,Abuja,9.06,20.1,28.2,24.5,0.0,57.0
2024-01-21,Abuja,9.06,19.5,28.2,23.8,0.0,52.0
2024-01-22,Abuja,9.06,20.6,30.1,25.3,1.1,57.0
2024-01-23,Abuja,9.06,19.3,26.9,23.3,0.0,59.0
2024-01-24,Abuja,9.06,19.6,30.1,24.7,0.0,58.0
2024-01-25,Abuja,9.06,20.3,28.5,24.3,0.0,56.0
2024-01-26,Abuja,9.06,19.9,28.4,24.1,0.0,50.0
2024-01-27,Abuja,9.06,19.8,27.1,23.9,0.0,64.0
2024-01-28,Abuja,9.06,18.7,28.6,24.0,0.0,59.0
2024-01-29,Abuja,9.06,21.2,28.2,24.4,0.0,61.0
2024-01-30,Abuja,9.06,18.6,27.7,24.1,0.0,60.0
2024-01-31,Abuja,9.06,19.9,29.1,25.3,0.0,62.0
2024-02-01,Abuja,9.06,19.8,28.8,24.0,6.4,61.0
2024-02-02,Abuja,9.06,21.2,30.6,26.3,0.0,60.0
2024-02-03,Abuja,9.06,19.4,27.5,24.0,0.0,63.0
2024-02-04,Abuja,9.06,20.2,29.4,25.7,0.0,64.0
2024-02-05,Abuja,9.06,20.8,30.7,25.8,0.0,66.0
2024-02-06,Abuja,9.06,19.2,28.9,25.0,0.0,57.0
2024-02-07,Abuja,9.06,21.4,29.3,25.0,0.0,62.0
2024-02-08,Abuja,9.06,19.5,28.6,24.1,0.0,54.0
2024-02-09,Abuja,9.06,21.0,26.4,24.4,0.0,59.0
2024-02-10,Abuja,9.06,21.1,30.1,25.3,0.0,60.0
2024-02-11,Abuja,9.06,19.2,28.6,25.1,0.0,64.0
2024-02-12,Abuja,9.06,21.7,30.3,26.5,0.0,61.0
2024-02-13,Abuja,9.06,19.6,29.7,24.7,0.0,64.0
2024-02-14,Abuja,9.06,20.0,29.7,24.9,0.0,60.0
2024-02-15,Abuja,9.06,18.7,27.8,23.5,1.7,59.0
2024-02-16,Abuja,9.06,21.9,30.5,26.1,0.0,58.0
2024-02-17,Abuja,9.06,22.0,30.7,26.1,0.0,65.0
2024-02-18,Abuja,9.06,22.4,31.5,26.6,0.0,60.0
2024-02-19,Abuja,9.06,23.9,31.7,26.7,0.0,52.0
2024-02-20,Abuja,9.06,22.1,30.6,26.5,2.0,65.0
2024-02-21,Abuja,9.06,22.0,30.2,26.6,0.0,59.0
2024-02-22,Abuja,9.06,22.3,30.3,26.4,0.0,63.0
2024-02-23,Abuja,9.06,22.2,30.7,26.7,0.0,58.0
2024-02-24,Abuja,9.06,19.0,27.8,23.9,0.0,63.0
2024-02-25,Abuja,9.06,19.7,28.1,24.7,0.0,51.0
2024-02-26,Abuja,9.06,20.8,28.9,24.6,0.0,63.0
2024-02-27,Abuja,9.06,23.4,30.5,27.5,7.5,60.0
2024-02-28,Abuja,9.06,20.3,29.3,25.3,0.0,58.0
2024-02-29,Abuja,9.06,20.6,29.6,25.5,7.4,67.0
2024-03-01,Abuja,9.06,20.9,30.3,26.2,0.0,63.0
2024-03-02,Abuja,9.06,19.7,29.4,24.9,0.0,63.0
2024-03-03,Abuja,9.06,20.8,31.2,26.8,0.0,61.0
2024-03-04,Abuja,9.06,19.8,29.4,24.1,2.4,68.0
2024-03-05,Abuja,9.06,19.7,28.9,25.2,0.0,63.0
2024-03-06,Abuja,9.06,22.8,30.9,26.8,4.3,70.0
2024-03-07,Abuja,9.06,19.3,29.4,25.2,0.0,69.0
2024-03-08,Abuja,9.06,23.3,32.2,28.1,0.0,70.0
2024-03-09,Abuja,9.06,21.9,30.0,26.8,0.0,69.0
2024-03-10,Abuja,9.06,22.9,31.3,28.0,5.2,63.0
2024-03-11,Abuja,9.06,23.5,31.2,27.2,0.0,65.0
2024-03-12,Abuja,9.06,23.0,29.9,26.9,0.0,65.0
2024-03-13,Abuja,9.06,21.3,29.7,25.9,0.0,69.0
2024-03-14,Abuja,9.06,23.3,31.6,28.0,0.0,66.0
2024-03-15,Abuja,9.06,21.8,31.4,27.6,0.0,65.0
2024-03-16,Abuja,9.06,25.5,34.1,29.4,0.0,73.0
2024-03-17,Abuja,9.06,22.7,31.5,28.1,0.0,65.0
2024-03-18,Abuja,9.06,22.5,31.3,26.8,5.5,64.0
2024-03-19,Abuja,9.06,23.3,31.3,27.6,23.8,65.0
2024-03-20,Abuja,9.06,23.4,31.6,27.8,0.0,71.0
2024-03-21,Abuja,9.06,24.4,33.0,28.7,1.4,68.0
2024-03-22,Abuja,9.06,24.1,32.8,28.9,0.0,69.0
2024-03-23,Abuja,9.06,23.1,30.8,27.4,1.1,68.0
2024-03-24,Abuja,9.06,22.6,30.0,26.2,0.0,59.0
2024-03-25,Abuja,9.06,21.3,28.5,25.6,0.0,63.0
2024-03-26,Abuja,9.06,21.7,30.7,26.4,0.0,67.0
2024-03-27,Abuja,9.06,23.4,29.2,27.1,0.0,69.0
2024-03-28,Abuja,9.06,24.6,34.0,29.5,2.5,64.0
2024-03-29,Abuja,9.06,24.3,33.9,29.5,0.0,64.0
2024-03-30,Abuja,9.06,23.6,33.9,29.0,4.5,67.0
2024-03-31,Abuja,9.06,24.6,34.6,29.3,0.5,74.0
2024-04-01,Abuja,9.06,23.8,31.8,27.2,2.2,61.0
2024-04-02,Abuja,9.06,21.5,30.0,26.4,0.0,59.0
2024-04-03,Abuja,9.06,21.9,32.3,27.0,0.0,76.0
2024-04-04,Abuja,9.06,21.8,29.2,25.9,2.2,64.0
2024-04-05,Abuja,9.06,22.5,29.8,27.0,0.0,68.0
2024-04-06,Abuja,9.06,22.9,32.8,27.7,0.8,64.0
2024-04-07,Abuja,9.06,22.9,32.9,28.5,0.0,69.0
2024-04-08,Abuja,9.06,24.2,31.4,28.5,1.2,70.0
2024-04-09,Abuja,9.06,22.6,30.8,27.6,0.0,77.0
2024-04-10,Abuja,9.06,24.4,33.4,29.1,4.8,74.0
2024-04-11,Abuja,9.06,23.1,31.2,27.8,0.0,66.0
2024-04-12,Abuja,9.06,23.3,32.1,28.6,0.0,64.0
2024-04-13,Abuja,9.06,23.4,32.5,27.4,0.0,74.0
2024-04-14,Abuja,9.06,25.2,35.1,29.8,1.1,70.0
2024-04-15,Abuja,9.06,24.2,32.8,28.7,0.0,69.0
2024-04-16,Abuja,9.06,25.9,33.4,29.5,3.2,77.0
2024-04-17,Abuja,9.06,22.2,32.0,27.4,5.7,65.0
2024-04-18,Abuja,9.06,24.0,32.6,29.0,0.0,71.0
2024-04-19,Abuja,9.06,24.9,32.1,29.5,0.0,75.0
2024-04-20,Abuja,9.06,22.3,29.0,26.6,14.7,68.0
2024-04-21,Abuja,9.06,25.7,34.2,30.2,0.0,79.0
2024-04-22,Abuja,9.06,22.6,32.1,27.6,0.0,70.0
2024-04-23,Abuja,9.06,24.7,33.2,29.2,0.0,73.0
2024-04-24,Abuja,9.06,26.9,35.5,31.0,1.9,71.0
2024-04-25,Abuja,9.06,25.9,34.7,30.1,4.7,63.0
2024-04-26,Abuja,9.06,23.0,32.3,27.5,9.9,73.0
2024-04-27,Abuja,9.06,25.0,33.0,28.9,3.0,78.0
2024-04-28,Abuja,9.06,25.8,34.7,30.5,0.0,71.0
2024-04-29,Abuja,9.06,24.3,32.3,28.3,3.9,73.0
2024-04-30,Abuja,9.06,24.9,32.7,28.8,11.1,73.0
2024-05-01,Abuja,9.06,22.4,31.9,28.8,0.0,78.0
2024-05-02,Abuja,9.06,24.2,34.6,29.9,2.8,74.0
2024-05-03,Abuja,9.06,23.0,31.4,27.6,0.0,76.0
2024-05-04,Abuja,9.06,25.0,33.8,30.0,0.0,76.0
2024-05-05,Abuja,9.06,23.6,32.3,28.7,0.0,74.0
2024-05-06,Abuja,9.06,24.9,32.6,29.4,3.4,83.0
2024-05-07,Abuja,9.06,24.5,33.1,29.2,12.7,73.0
2024-05-08,Abuja,9.06,25.7,34.4,30.1,3.6,80.0
2024-05-09,Abuja,9.06,24.2,33.0,29.4,0.0,82.0
2024-05-10,Abuja,9.06,25.8,35.7,31.1,0.0,77.0
2024-05-11,Abuja,9.06,25.1,34.4,30.6,0.0,78.0
2024-05-12,Abuja,9.06,24.0,31.7,28.6,25.3,80.0
2024-05-13,Abuja,9.06,25.2,35.9,31.0,0.0,77.0
2024-05-14,Abuja,9.06,25.4,34.0,29.9,3.0,71.0
2024-05-15,Abuja,9.06,24.0,34.3,29.7,7.7,78.0
2024-05-16,Abuja,9.06,26.3,35.0,30.5,14.6,85.0
2024-05-17,Abuja,9.06,24.7,31.9,28.4,0.0,81.0
2024-05-18,Abuja,9.06,22.4,31.8,28.1,0.0,80.0
2024-05-19,Abuja,9.06,24.7,34.3,29.6,0.0,83.0
2024-05-20,Abuja,9.06,24.1,34.1,29.0,14.4,79.0
2024-05-21,Abuja,9.06,27.6,36.0,31.9,0.0,80.0
2024-05-22,Abuja,9.06,24.8,32.4,28.8,20.9,78.0
2024-05-23,Abuja,9.06,25.6,34.7,29.7,0.0,82.0
2024-05-24,Abuja,9.06,25.3,33.5,29.9,11.9,78.0
2024-05-25,Abuja,9.06,26.6,35.2,31.0,0.0,80.0
2024-05-26,Abuja,9.06,25.2,32.3,28.6,2.2,85.0
2024-05-27,Abuja,9.06,22.4,32.1,27.9,4.6,80.0
2024-05-28,Abuja,9.06,27.0,34.6,31.2,0.7,84.0
2024-05-29,Abuja,9.06,24.5,33.5,29.8,4.1,84.0
2024-05-30,Abuja,9.06,26.5,34.2,30.6,9.7,82.0
2024-05-31,Abuja,9.06,26.0,35.0,30.6,21.0,81.0
2024-06-01,Abuja,9.06,25.7,34.9,30.8,7.1,77.0
2024-06-02,Abuja,9.06,24.3,33.8,29.3,0.0,78.0
2024-06-03,Abuja,9.06,24.6,32.5,29.0,17.1,85.0
2024-06-04,Abuja,9.06,22.7,31.3,27.5,0.0,85.0
2024-06-05,Abuja,9.06,23.7,32.9,28.6,7.7,79.0
2024-06-06,Abuja,9.06,25.3,34.2,29.7,0.0,85.0
2024-06-07,Abuja,9.06,25.0,32.0,28.9,5.2,84.0
2024-06-08,Abuja,9.06,24.3,32.6,28.4,10.1,87.0
2024-06-09,Abuja,9.06,25.4,33.2,29.7,4.5,93.0
2024-06-10,Abuja,9.06,26.6,35.6,31.1,7.6,86.0
2024-06-11,Abuja,9.06,24.1,34.7,29.5,20.1,81.0
2024-06-12,Abuja,9.06,23.3,30.8,28.3,4.9,87.0
2024-06-13,Abuja,9.06,27.0,34.6,31.0,0.0,80.0
2024-06-14,Abuja,9.06,23.1,32.9,28.7,30.3,94.0
2024-06-15,Abuja,9.06,26.7,35.2,31.2,15.4,80.0
2024-06-16,Abuja,9.06,24.3,33.8,29.2,11.7,87.0
2024-06-17,Abuja,9.06,25.7,33.7,29.6,24.5,85.0
2024-06-18,Abuja,9.06,27.0,34.9,31.2,0.0,84.0
2024-06-19,Abuja,9.06,22.9,31.4,28.0,0.0,84.0
2024-06-20,Abuja,9.06,24.3,31.6,28.3,30.7,91.0
2024-06-21,Abuja,9.06,24.5,32.6,29.1,0.0,88.0
2024-06-22,Abuja,9.06,24.5,32.9,29.3,14.6,86.0
2024-06-23,Abuja,9.06,28.4,36.5,32.3,1.1,93.0
2024-06-24,Abuja,9.06,25.0,32.3,28.4,2.9,86.0
2024-06-25,Abuja,9.06,22.9,31.5,27.9,2.3,90.0
2024-06-26,Abuja,9.06,22.1,31.7,28.3,2.1,81.0
2024-06-27,Abuja,9.06,24.8,33.1,29.5,13.0,82.0
2024-06-28,Abuja,9.06,24.9,33.5,29.8,3.7,90.0
2024-06-29,Abuja,9.06,24.5,32.0,28.5,10.4,88.0
2024-06-30,Abuja,9.06,23.8,33.6,29.2,0.0,96.0
2024-07-01,Abuja,9.06,27.0,36.1,31.3,4.5,85.0
2024-07-02,Abuja,9.06,24.0,32.5,29.2,3.6,90.0
2024-07-03,Abuja,9.06,24.6,34.1,29.5,0.0,87.0
2024-07-04,Abuja,9.06,26.3,35.6,31.2,20.6,91.0
2024-07-05,Abuja,9.06,23.4,32.4,28.3,4.8,91.0
2024-07-06,Abuja,9.06,23.3,33.1,28.2,0.0,88.0
2024-07-07,Abuja,9.06,23.8,32.3,28.4,12.3,85.0
2024-07-08,Abuja,9.06,23.3,32.6,28.3,23.2,87.0
2024-07-09,Abuja,9.06,22.8,31.0,26.9,0.0,84.0
2024-07-10,Abuja,9.06,24.6,33.0,29.0,14.8,90.0
2024-07-11,Abuja,9.06,23.7,33.3,29.1,15.2,77.0
2024-07-12,Abuja,9.06,24.0,32.6,28.6,0.0,86.0
2024-07-13,Abuja,9.06,24.7,33.3,29.0,3.9,92.0
2024-07-14,Abuja,9.06,23.9,32.6,29.0,5.1,92.0
2024-07-15,Abuja,9.06,22.2,30.8,27.2,0.0,83.0
2024-07-16,Abuja,9.06,25.2,32.5,28.9,0.0,91.0
2024-07-17,Abuja,9.06,24.2,33.0,29.2,0.0,85.0
2024-07-18,Abuja,9.06,22.2,31.4,26.8,14.7,88.0
2024-07-19,Abuja,9.06,25.2,33.8,30.1,0.0,92.0
2024-07-20,Abuja,9.06,22.6,31.5,27.1,6.8,85.0
2024-07-21,Abuja,9.06,22.4,31.3,27.1,0.4,95.0
2024-07-22,Abuja,9.06,25.2,32.3,28.6,26.2,91.0
2024-07-23,Abuja,9.06,24.9,33.7,28.9,6.3,91.0
2024-07-24,Abuja,9.06,24.1,33.5,29.1,14.1,94.0
2024-07-25,Abuja,9.06,22.7,32.8,28.8,0.0,93.0
2024-07-26,Abuja,9.06,22.8,31.5,27.6,6.7,93.0
2024-07-27,Abuja,9.06,24.1,32.3,28.2,14.3,87.0
2024-07-28,Abuja,9.06,23.1,30.8,27.7,26.9,85.0
2024-07-29,Abuja,9.06,24.2,31.7,28.2,16.6,89.0
2024-07-30,Abuja,9.06,22.8,32.3,28.0,12.2,92.0
2024-07-31,Abuja,9.06,22.8,30.4,27.3,16.5,85.0
2024-08-01,Abuja,9.06,22.3,31.0,27.4,18.3,92.0
2024-08-02,Abuja,9.06,21.3,29.5,25.7,8.2,91.0
2024-08-03,Abuja,9.06,23.4,34.4,28.6,27.4,89.0
2024-08-04,Abuja,9.06,24.5,32.4,28.0,10.4,90.0
2024-08-05,Abuja,9.06,20.6,29.7,25.1,19.3,90.0
2024-08-06,Abuja,9.06,23.6,31.9,28.4,3.3,92.0
2024-08-07,Abuja,9.06,23.1,31.7,27.4,8.6,93.0
2024-08-08,Abuja,9.06,21.7,29.4,26.4,4.2,99.0
2024-08-09,Abuja,9.06,21.6,30.1,26.3,13.1,91.0
2024-08-10,Abuja,9.06,21.4,30.9,26.6,3.0,87.0
2024-08-11,Abuja,9.06,21.4,29.4,26.3,16.6,82.0
2024-08-12,Abuja,9.06,21.6,30.6,26.3,14.0,84.0
2024-08-13,Abuja,9.06,24.0,33.3,29.0,7.6,87.0
2024-08-14,Abuja,9.06,23.8,31.1,27.5,17.8,93.0
2024-08-15,Abuja,9.06,25.2,32.8,29.3,3.3,88.0
2024-08-16,Abuja,9.06,23.6,30.8,27.2,16.5,91.0
2024-08-17,Abuja,9.06,22.7,31.4,27.6,3.7,87.0
2024-08-18,Abuja,9.06,21.2,29.7,25.9,4.9,92.0
2024-08-19,Abuja,9.06,21.3,30.9,26.6,0.0,93.0
2024-08-20,Abuja,9.06,21.9,30.3,26.7,21.7,88.0
2024-08-21,Abuja,9.06,23.3,32.3,27.4,12.9,91.0
2024-08-22,Abuja,9.06,22.0,31.5,26.6,0.0,88.0
2024-08-23,Abuja,9.06,23.6,31.1,27.0,29.1,85.0
2024-08-24,Abuja,9.06,22.6,30.7,26.9,7.5,92.0
2024-08-25,Abuja,9.06,23.0,29.8,26.1,3.5,91.0
2024-08-26,Abuja,9.06,21.2,30.1,25.9,16.4,92.0
2024-08-27,Abuja,9.06,21.3,29.9,25.6,10.6,93.0
2024-08-28,Abuja,9.06,23.0,31.3,27.5,14.2,88.0
2024-08-29,Abuja,9.06,21.9,29.6,25.9,0.0,88.0
2024-08-30,Abuja,9.06,22.4,30.7,26.5,4.4,88.0
2024-08-31,Abuja,9.06,21.0,30.0,25.9,3.2,90.0
2024-09-01,Abuja,9.06,23.6,30.9,27.2,14.3,88.0
2024-09-02,Abuja,9.06,19.0,27.9,23.8,0.0,89.0
2024-09-03,Abuja,9.06,22.2,29.9,26.2,2.2,86.0
2024-09-04,Abuja,9.06,21.0,28.0,24.5,4.8,84.0
2024-09-05,Abuja,9.06,21.0,30.2,26.2,3.2,85.0
2024-09-06,Abuja,9.06,20.3,29.2,25.6,9.3,90.0
2024-09-07,Abuja,9.06,19.9,27.6,24.0,8.3,88.0
2024-09-08,Abuja,9.06,21.8,30.6,26.0,1.1,86.0
2024-09-09,Abuja,9.06,21.4,29.6,25.8,9.3,91.0
2024-09-10,Abuja,9.06,21.2,30.3,25.2,11.1,94.0
2024-09-11,Abuja,9.06,21.2,29.7,25.3,11.5,86.0
2024-09-12,Abuja,9.06,20.8,29.1,25.6,0.0,83.0
2024-09-13,Abuja,9.06,20.9,31.3,26.6,8.4,91.0
2024-09-14,Abuja,9.06,20.6,28.5,24.9,0.0,87.0
2024-09-15,Abuja,9.06,21.2,31.5,26.3,0.0,86.0
2024-09-16,Abuja,9.06,20.4,29.2,25.1,0.0,91.0
2024-09-17,Abuja,9.06,23.0,30.8,26.5,5.7,86.0
2024-09-18,Abuja,9.06,20.3,28.8,24.8,18.4,88.0
2024-09-19,Abuja,9.06,19.8,28.4,24.2,13.2,87.0
2024-09-20,Abuja,9.06,18.3,27.6,23.7,8.7,99.0
2024-09-21,Abuja,9.06,19.4,28.3,24.8,0.0,86.0
2024-09-22,Abuja,9.06,19.2,28.1,23.9,16.7,90.0
2024-09-23,Abuja,9.06,21.1,30.9,26.3,0.0,85.0
2024-09-24,Abuja,9.06,19.3,27.0,23.7,23.3,88.0
2024-09-25,Abuja,9.06,18.7,28.8,23.9,0.0,85.0
2024-09-26,Abuja,9.06,20.7,29.6,25.2,3.1,89.0
2024-09-27,Abuja,9.06,20.7,29.6,25.8,16.5,85.0
2024-09-28,Abuja,9.06,20.1,29.0,25.3,0.0,87.0
2024-09-29,Abuja,9.06,20.7,30.7,25.6,13.6,82.0
2024-09-30,Abuja,9.06,20.2,28.8,24.3,0.0,82.0
2024-10-01,Abuja,9.06,20.0,28.9,24.2,14.8,77.0
2024-10-02,Abuja,9.06,21.5,30.3,26.5,0.0,86.0
2024-10-03,Abuja,9.06,21.0,30.4,26.1,6.0,82.0
2024-10-04,Abuja,9.06,20.4,29.2,25.0,0.0,93.0
2024-10-05,Abuja,9.06,21.0,29.2,25.3,22.5,82.0
2024-10-06,Abuja,9.06,20.4,29.1,25.0,8.2,89.0
2024-10-07,Abuja,9.06,18.4,27.4,22.7,14.9,88.0
2024-10-08,Abuja,9.06,19.6,28.9,23.9,13.9,82.0
2024-10-09,Abuja,9.06,19.9,29.4,25.6,0.0,80.0
2024-10-10,Abuja,9.06,20.5,27.9,24.7,3.4,82.0
2024-10-11,Abuja,9.06,19.0,28.8,23.8,0.0,87.0
2024-10-12,Abuja,9.06,20.9,30.5,25.5,9.7,92.0
2024-10-13,Abuja,9.06,20.4,28.4,24.2,10.4,77.0
2024-10-14,Abuja,9.06,20.8,29.6,24.5,5.0,82.0
2024-10-15,Abuja,9.06,19.6,28.3,24.1,8.0,79.0
2024-10-16,Abuja,9.06,20.9,27.7,24.2,0.0,80.0
2024-10-17,Abuja,9.06,18.7,27.5,24.3,0.0,88.0
2024-10-18,Abuja,9.06,20.7,28.2,25.0,11.7,78.0
2024-10-19,Abuja,9.06,20.8,29.1,25.1,0.0,75.0
2024-10-20,Abuja,9.06,17.7,26.7,23.0,9.6,82.0
2024-10-21,Abuja,9.06,19.4,27.5,23.8,6.2,82.0
2024-10-22,Abuja,9.06,19.9,28.7,24.8,0.0,79.0
2024-10-23,Abuja,9.06,19.1,27.7,23.2,2.8,77.0
2024-10-24,Abuja,9.06,17.4,25.6,21.9,0.0,81.0
2024-10-25,Abuja,9.06,17.2,25.9,22.3,16.6,74.0
2024-10-26,Abuja,9.06,18.3,26.0,22.3,9.9,81.0
2024-10-27,Abuja,9.06,17.9,27.3,22.7,0.0,78.0
2024-10-28,Abuja,9.06,19.3,26.3,22.4,3.7,85.0
2024-10-29,Abuja,9.06,19.0,28.5,24.3,9.1,80.0
2024-10-30,Abuja,9.06,18.7,27.8,22.8,1.3,78.0
2024-10-31,Abuja,9.06,20.0,30.2,24.5,0.0,78.0
2024-11-01,Abuja,9.06,17.4,26.2,21.8,1.8,70.0
2024-11-02,Abuja,9.06,18.7,27.0,22.7,2.7,78.0
2024-11-03,Abuja,9.06,19.3,26.4,23.1,22.0,77.0
2024-11-04,Abuja,9.06,19.1,28.1,23.9,0.0,78.0
2024-11-05,Abuja,9.06,19.4,28.3,24.2,0.0,77.0
2024-11-06,Abuja,9.06,18.4,26.9,22.4,0.0,83.0
2024-11-07,Abuja,9.06,19.2,27.8,24.0,3.6,76.0
2024-11-08,Abuja,9.06,16.2,25.2,21.1,10.8,73.0
2024-11-09,Abuja,9.06,19.6,28.2,23.8,0.0,70.0
2024-11-10,Abuja,9.06,17.7,26.5,21.4,4.1,74.0
2024-11-11,Abuja,9.06,18.9,28.3,23.3,1.7,72.0
2024-11-12,Abuja,9.06,19.3,28.8,24.1,0.0,71.0
2024-11-13,Abuja,9.06,19.3,28.2,23.8,3.8,74.0
2024-11-14,Abuja,9.06,16.8,24.7,21.0,4.1,80.0
2024-11-15,Abuja,9.06,17.5,26.7,22.3,2.5,79.0
2024-11-16,Abuja,9.06,18.3,27.1,23.6,0.2,70.0
2024-11-17,Abuja,9.06,19.5,27.4,23.5,0.0,75.0
2024-11-18,Abuja,9.06,18.7,28.1,23.0,4.7,76.0
2024-11-19,Abuja,9.06,14.2,24.6,20.3,3.4,77.0
2024-11-20,Abuja,9.06,19.4,28.2,24.0,2.3,80.0
2024-11-21,Abuja,9.06,20.5,28.4,24.2,0.0,69.0
2024-11-22,Abuja,9.06,18.7,26.8,22.9,0.0,70.0
2024-11-23,Abuja,9.06,18.9,25.7,22.9,0.0,71.0
2024-11-24,Abuja,9.06,18.5,26.5,23.2,0.0,75.0
2024-11-25,Abuja,9.06,19.6,28.7,24.3,0.0,62.0
2024-11-26,Abuja,9.06,18.8,26.4,23.0,11.5,72.0
2024-11-27,Abuja,9.06,16.9,26.4,22.5,3.2,65.0
2024-11-28,Abuja,9.06,18.5,26.4,23.1,0.0,72.0
2024-11-29,Abuja,9.06,18.4,26.2,22.7,0.0,80.0
2024-11-30,Abuja,9.06,18.9,26.7,22.7,8.8,75.0
2024-12-01,Abuja,9.06,16.8,25.3,20.7,0.0,67.0
2024-12-02,Abuja,9.06,19.5,27.9,23.3,0.0,70.0
2024-12-03,Abuja,9.06,19.6,27.5,24.0,0.0,68.0
2024-12-04,Abuja,9.06,19.8,28.0,23.8,0.0,76.0
2024-12-05,Abuja,9.06,18.8,26.9,23.7,0.0,62.0
2024-12-06,Abuja,9.06,18.5,26.7,22.6,4.3,69.0
2024-12-07,Abuja,9.06,17.9,27.4,22.9,10.6,68.0
2024-12-08,Abuja,9.06,19.2,28.0,24.0,0.0,65.0
2024-12-09,Abuja,9.06,18.8,28.5,23.7,0.0,77.0
2024-12-10,Abuja,9.06,19.3,28.9,24.4,0.0,63.0
2024-12-11,Abuja,9.06,16.3,26.2,22.0,10.4,65.0
2024-12-12,Abuja,9.06,18.0,25.9,22.0,14.2,76.0
2024-12-13,Abuja,9.06,17.4,26.1,22.4,0.0,69.0
2024-12-14,Abuja,9.06,17.0,24.9,21.8,2.8,68.0
2024-12-15,Abuja,9.06,16.2,24.6,21.4,0.0,66.0
2024-12-16,Abuja,9.06,18.8,27.9,23.3,2.4,69.0
2024-12-17,Abuja,9.06,18.1,28.2,23.3,0.0,67.0
2024-12-18,Abuja,9.06,19.4,26.5,23.1,4.5,65.0
2024-12-19,Abuja,9.06,19.4,27.3,23.3,0.0,62.0
2024-12-20,Abuja,9.06,17.1,24.4,21.3,1.1,68.0
2024-12-21,Abuja,9.06,18.0,25.8,22.4,0.0,65.0
2024-12-22,Abuja,9.06,18.1,26.8,22.6,0.0,65.0
2024-12-23,Abuja,9.06,19.0,26.7,23.0,0.0,70.0
2024-12-24,Abuja,9.06,17.5,24.2,21.4,0.0,65.0
2024-12-25,Abuja,9.06,17.9,27.0,22.0,5.2,66.0
2024-12-26,Abuja,9.06,19.1,26.5,22.6,18.4,73.0
2024-12-27,Abuja,9.06,19.9,27.6,24.2,0.0,68.0
2024-12-28,Abuja,9.06,18.9,27.5,23.4,0.0,64.0
2024-12-29,Abuja,9.06,19.5,28.2,24.3,0.0,62.0
2024-12-30,Abuja,9.06,18.4,27.3,23.0,3.1,65.0
2024-12-31,Abuja,9.06,17.6,27.0,23.2,0.0,69.0
2015-01-01,Enugu,6.44,21.2,28.7,25.1,2.5,65.0
